project_id,project_name,repo_url,commit_sha,cutoff_date,since_date,subdir,planned_fte,planned_duration_months,planned_pm,cost_usd,application_url,notes
polkadart-followup,polkadart-followup,https://github.com/leonardocustodio/polkadart,,2024-10-31,,,1.5,4,6.00,30000,github.com/w3f/Grants-Program/blob/master/applications/polkadart_extension.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
polkadex,polkadex,https://github.com/Polkadex-Substrate/Polkadex,,2020-10-02,,,3.5,,,1,github.com/w3f/Grants-Program/blob/master/applications/polkadex.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
polkadot_analytics_platform,polkadot_analytics_platform,https://github.com/mobr-ai/PolkadotAnalytics,,2023-09-04,,,0.85,1,0.85,10000,github.com/w3f/Grants-Program/blob/master/applications/polkadot_analytics_platform.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
polkadot-contract-wizard,polkadot-contract-wizard,https://github.com/protofire/polkadot-contract-wizard,,2023-05-05,,,2.5,3,7.50,52500,github.com/w3f/Grants-Program/blob/master/applications/Contract_wizard.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
polkadot_dart,polkadot_dart,https://github.com/Pocket4D/Polkadot-Dart,,2020-12-04,,,4.,15,60.00,75000,github.com/w3f/Grants-Program/blob/master/applications/Polkadart.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
polkadotjs-ecdsa-hardware,polkadotjs-ecdsa-hardware,https://github.com/gluneau/polkadotjs-ecdsa-hardware,,2022-11-21,,,,,,0,github.com/w3f/Grants-Program/blob/master/applications/polkadotjs-ecdsa.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
polkadotjs_no_code,polkadotjs_no_code,https://github.com/ezcodeco/Bubble-Plugin-Polkadot.js,,2022-02-10,,,2,2,4.00,18000,github.com/w3f/Grants-Program/blob/master/applications/polkadotjs_no_code.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
polkadot-js-plus-nomination-pools,polkadot-js-plus-nomination-pools,https://github.com/Nick-1979/polkadot-Js-Plus-extension,,2022-06-28,,,3,3,9.00,,github.com/w3f/Grants-Program/blob/master/applications/Plus-social-recovery-wallet.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
polkadot-js-plus-social-recovery-wallet,polkadot-js-plus-social-recovery-wallet,https://github.com/Nick-1979/polkadot-Js-Plus-extension,,2022-08-11,,,3,3,9.00,,github.com/w3f/Grants-Program/blob/master/applications/Plus-social-recovery-wallet.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
Polkadot-Protocol-Conformance-Tests,Polkadot-Protocol-Conformance-Tests,https://github.com/LimeChain/polkadot-conformance,,2023-12-01,,,2.5,,,28,github.com/w3f/Grants-Program/blob/master/applications/polkadot_tests.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
polkadot-runtime-releaser,polkadot-runtime-releaser,https://github.com/hack-ink/polkadot-runtime-releaser,,2025-01-17,,,1,,,22500,github.com/w3f/Grants-Program/blob/master/applications/polkadot-runtime-releaser.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
polkadot_tests,polkadot_tests,https://github.com/Zondax/polkadot-testing,,2023-12-22,,,2.5,,,28,github.com/w3f/Grants-Program/blob/master/applications/polkadot_tests.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
Polkadot_Web_UI,Polkadot_Web_UI,https://github.com/RidOne-technologies/polkadot-angular-identicon,,2021-08-03,,,0.62,,,4000,github.com/w3f/Grants-Program/blob/master/applications/Polkadot_Web_UI.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
PolkaFlow,PolkaFlow,https://github.com/justmert/eco-flow-frontend,,2023-05-08,,,1,2,2.00,10000,github.com/w3f/Grants-Program/blob/master/applications/dotly.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
polkaj_android_support,polkaj_android_support,https://github.com/emeraldpay/polkaj,,2021-12-02,,,4.,15,60.00,75000,github.com/w3f/Grants-Program/blob/master/applications/Polkadart.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
polkakey,polkakey,https://github.com/w3finance/PolkaKey,7d2bf55bd67b6729d9ed88ef8c962836f9729903,2020-04-26,,,,,,0,github.com/w3f/Grants-Program/blob/master/applications/PolkaKey.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
polkamask,polkamask,https://github.com/PolkaGate/polkaMask,,2024-01-27,,,2,3,6.00,28000,github.com/w3f/Grants-Program/blob/master/applications/polkamask.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
polkamusic,polkamusic,https://github.com/polkamusic/PolkaMusic-Core,,2021-10-12,,,4,,,12000,github.com/w3f/Grants-Program/blob/master/applications/polkamusic.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
polkashots,polkashots,https://github.com/midl-dev/polkadot-snapshot-generator,,2020-12-25,,,0.5,,,1,github.com/w3f/Grants-Program/blob/master/applications/polkashots.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
polkastats,polkastats,https://github.com/Colm3na/polkastats-backend-v3,,2020-06-12,,,,3,,3,github.com/w3f/Grants-Program/blob/master/applications/polkastats.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
polk-auction,polk-auction,https://github.com/CrommVardek/polk-auction-core,,2022-05-31,,,1.7,,,6800,github.com/w3f/Grants-Program/blob/master/applications/polk-auction.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
polket_toearnfun,polket_toearnfun,https://github.com/polketio/polket-node,,2023-03-02,,,4,4,16.00,30000,github.com/w3f/Grants-Program/blob/master/applications/polket_toearnfun.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
pontem-network,pontem-network,https://github.com/pontem-network/sp-move,49d6f1d8598aca86bf7e59f309a078cd573fcc0e,2021-05-12,,,2,2,4.00,96,github.com/w3f/Grants-Program/blob/master/applications/Substrate_Move_System_Pallet_2.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
preparing-polkadot-pallet-balances-for-formal-verification,preparing-polkadot-pallet-balances-for-formal-verification,https://github.com/.../preparing-polkadot-pallet-balances-for-formal-verification.md,,2025-10-21,,,,,,,,census auto-harvested; primary=substantive own-org rule; grouped by slug
PRIMIS,PRIMIS,https://github.com/Primis-Labs/client,,2022-11-01,,,3,,,10000,github.com/w3f/Grants-Program/blob/master/applications/Primis.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
PrivaDEX_aggregator,PrivaDEX_aggregator,https://github.com/kapilsinha/privadex,,2023-02-28,,,2,5.5,11.00,55000,github.com/w3f/Grants-Program/blob/master/applications/PrivaDEX_aggregator.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
Profond,Profond,https://github.com/profondHQ/profond-psp22-contract,,2023-12-20,,,2,,,10,github.com/w3f/Grants-Program/blob/master/applications/Profond.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
project_aurras_mvp_phase,project_aurras_mvp_phase,https://github.com/HugoByte/aurras,,2023-11-07,,,4,,,42880,github.com/w3f/Grants-Program/blob/master/applications/project_aurras_mvp_phase_2.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
prosopo,prosopo,https://github.com/prosopo-io/provider,,2022-07-25,,,,,,,,census auto-harvested; primary=substantive own-org rule; grouped by slug
psc,psc,https://github.com/OmniBTC/PSC,,2023-02-13,,,1.5,,,8000,github.com/w3f/Grants-Program/blob/master/applications/psc.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
qrucial_dao,qrucial_dao,https://github.com/Qrucial/QRUCIAL-DAO,,2023-07-05,,,2,,,30000,github.com/w3f/Grants-Program/blob/master/applications/dotnix-follow-up.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
QSTN,QSTN,https://github.com/QSTN-US/Polkadot-QSTN-v1,,2024-01-23,,,8,15,120.00,10000,github.com/w3f/Grants-Program/blob/master/applications/QSTN.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
quadratic-funding,quadratic-funding,https://github.com/OAK-Foundation/quadratic-funding-pallet,,2021-10-06,,,4,3,12.00,20000,github.com/w3f/Grants-Program/blob/master/applications/quadratic-funding.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
quadratic-funding-pallet,quadratic-funding-pallet,https://github.com/zhangjiannan/QFgrant,,2021-04-28,,,2,1,2.00,10000,github.com/w3f/Grants-Program/blob/master/applications/dora-factory-multisig.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
queryWeb3,queryWeb3,https://github.com/Query-Web3/database,,2025-12-20,,,60,4.5,270.00,30000,github.com/w3f/Grants-Program/blob/master/applications/queryWeb3.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
RainbowDAO-Protocol-ink!-Phase1,RainbowDAO-Protocol-ink!-Phase1,https://github.com/RainbowcityFoundation/RainbowDAO-Protocol-Ink-milestone_1,,2022-04-08,,,8,,,48000,github.com/w3f/Grants-Program/blob/master/applications/RainbowDAO Protocol ink Phase 1.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
rb_substrate_client,rb_substrate_client,https://github.com/uni-arts-chain/sr25519,,2021-10-26,,,2,,,8000,github.com/w3f/Grants-Program/blob/master/applications/rb_substrate_client.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
RedStone,RedStone,https://github.com/redstone-network/redstone-node,,2022-12-04,,,2,3,6.00,20000,github.com/w3f/Grants-Program/blob/master/applications/RedStone Network.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
regionx,regionx,https://github.com/RegionX-Labs/RegionX,,2024-03-07,,,,4,,30000,github.com/w3f/Grants-Program/blob/master/applications/RegionX.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
relaycode,relaycode,https://github.com/itsyogesh/relaycode,,2026-02-08,,,2,2,4.00,30000,github.com/w3f/Grants-Program/blob/master/applications/relaycode.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
research-feasibility-go-runtime,research-feasibility-go-runtime,https://github.com/limechain/gosemble,,2022-09-26,,,2,,,49280,github.com/w3f/Grants-Program/blob/master/applications/Polkadot-Protocol-Conformance-Tests.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
research-feasibiliy-java-host,research-feasibiliy-java-host,https://github.com/LimeChain/java-host-research,,2023-02-08,,,2,,,36000,github.com/w3f/Grants-Program/blob/master/applications/research-feasibiliy-java-host.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
roloi,roloi,https://github.com/RoloiMoney/roloi-polkadot-w3f-grant,,2022-07-18,,,2,1,2.00,20000,github.com/w3f/Grants-Program/blob/master/applications/Roloi.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
roloi-xcm-payment-automation,roloi-xcm-payment-automation,https://github.com/NeoPower-Digital/tempora,,2024-04-22,,,3,2.5,7.50,52500,github.com/w3f/Grants-Program/blob/master/applications/roloi-xcm-payment-automation.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
Rubeus_keeper,Rubeus_keeper,https://github.com/bsn-si/rubeus-smartcontract,,2022-12-05,,,2,2,4.00,25000,github.com/w3f/Grants-Program/blob/master/applications/Rubeus_keeper_st2.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
Rubeus_keeper_st2,Rubeus_keeper_st2,https://github.com/bsn-si/rubeus-smartcontract,,2023-03-09,,,2,2,4.00,25000,github.com/w3f/Grants-Program/blob/master/applications/Rubeus_keeper_st2.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
ruby,ruby,https://github.com/rubyprotocol/documents,,2021-12-31,,,3,2,6.00,30000,github.com/w3f/Grants-Program/blob/master/applications/RubyProtocol.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
rv_kmir,rv_kmir,https://github.com/runtimeverification/mir-semantics,,2023-12-20,,,1.5,,,100000,github.com/w3f/Grants-Program/blob/master/applications/rv-kmir.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
SaaS3,SaaS3,https://github.com/SaaS3-Foundation/dRuntime-fat,,2023-05-24,,,2,3,6.00,10000,github.com/w3f/Grants-Program/blob/master/applications/SaaS3.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
saito-gamebridge,saito-gamebridge,https://github.com/SaitoTech/saito-crypto-api-modules,f8eb04e3059776d8b1cb300d682c681c00615643,2021-11-10,,,,,,,,census auto-harvested; primary=substantive own-org rule; grouped by slug
sandox_ms3_delivery,sandox_ms3_delivery,https://github.com/sandoxio/sandox,,2023-10-20,,,4,4,16.00,30000,github.com/w3f/Grants-Program/blob/master/applications/sandox.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
Sandox_st1_ms1_delivery,Sandox_st1_ms1_delivery,https://github.com/sandoxio/sandox,,2023-07-12,,,4,4,16.00,30000,github.com/w3f/Grants-Program/blob/master/applications/sandox.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
Sandox_st1_ms2_delivery,Sandox_st1_ms2_delivery,https://github.com/sandoxio/sandox,,2023-08-29,,,4,4,16.00,30000,github.com/w3f/Grants-Program/blob/master/applications/sandox.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
sarp-basic-functionality,sarp-basic-functionality,https://github.com/scs/MIRAI,,2023-07-06,,,1,,,30000,github.com/w3f/Grants-Program/blob/master/applications/pallet-verifier.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
scale-codec-comparator,scale-codec-comparator,https://github.com/gmajor-encrypt/scale-codec-comparator,,2023-01-22,,,,1,,9000,github.com/w3f/Grants-Program/blob/master/applications/JsonRpsee-socks5-proxy.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
ScoutCoinFabrik,ScoutCoinFabrik,https://github.com/CoinFabrik/scout,,2023-07-04,,,2.5,,,13500,github.com/w3f/Grants-Program/blob/master/applications/CoinFabrik_On_Ink_Integration_Tests.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
Security_Marketplace,Security_Marketplace,https://github.com/ParthChaudhary31/Security_Marketplace_Backend,,2023-11-30,,,4,,,29920,github.com/w3f/Grants-Program/blob/master/applications/Security_Marketplace.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
SEOR-code-less-smart-contract-platform,SEOR-code-less-smart-contract-platform,https://github.com/SealSC/smart-contracts,,2021-11-11,,,3,,,12500,github.com/w3f/Grants-Program/blob/master/applications/SEOR-code-less-smart-contract-platform.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
sequester,sequester,https://github.com/SequesterChain/pallets,,2022-06-21,,,,,,25000,github.com/w3f/Grants-Program/blob/master/applications/sequester.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
shadows-network,shadows-network,https://github.com/ShadowsNetwork/shadows,,2021-02-04,,,5,3,15.00,1,github.com/w3f/Grants-Program/blob/master/applications/shadows-network.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
Shivarthu,Shivarthu,https://github.com/amiyatulu/shivarthu,a38ff3aa038474613427a3ee4af3ed8108f70941,2024-08-28,,,2,8,16.00,20000,github.com/w3f/Grants-Program/blob/master/applications/Shivarthu.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
signac,signac,https://github.com/digitalnativeinc/signac,,2022-11-02,,,1,,,30000,github.com/w3f/Grants-Program/blob/master/applications/signac.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
signet,signet,https://github.com/TalismanSociety/siws,86c6e921df2af1cfe8000fb76f3f3917f1ad0d19,2023-11-14,,,1,1,1.00,26400,github.com/w3f/Grants-Program/blob/master/applications/signet.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
silent_data,silent_data,https://github.com/appliedblockchain/silentdata-node-public,,2023-07-12,,,,,,,,census auto-harvested; primary=substantive own-org rule; grouped by slug
sirato-substrate-explorer-phase3,sirato-substrate-explorer-phase3,https://github.com/web3labs/epirus-substrate,,2023-06-23,,,2,3,6.00,75000,github.com/w3f/Grants-Program/blob/master/applications/epirus_substrate_phase_2.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
skyekiwi-protocol,skyekiwi-protocol,https://github.com/skyekiwi/skyekiwi-protocol,18171d1174b12f78d85bbd92183d53d3924468f2,2022-02-07,,,2,4,8.00,30000,github.com/w3f/Grants-Program/blob/master/applications/skyekiwi-protocol.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
skyepass,skyepass,https://github.com/skyekiwi/skyepass-vault,,2021-04-20,,,2.5,,,28500,github.com/w3f/Grants-Program/blob/master/applications/skyepass.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
skynet-substrate-integration,skynet-substrate-integration,https://github.com/SkynetLabs/skynet-substrate,,2022-03-01,,,0.1875,8,1.50,30000,github.com/w3f/Grants-Program/blob/master/applications/skynet-substrate-integration.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
slonigiraf,slonigiraf,https://github.com/slonigiraf/recommendation-letter,,2022-03-25,,,1,1,1.00,10000,github.com/w3f/Grants-Program/blob/master/applications/slonigiraf.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
slothunter,slothunter,https://github.com/hack-ink/slothunter,,2023-09-06,,,1,,,22500,github.com/w3f/Grants-Program/blob/master/applications/polkadot-runtime-releaser.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
social_recivery_wallet,social_recivery_wallet,https://github.com/hypha-dao/hashed-wallet,,2023-01-26,,,,,,,,census auto-harvested; primary=substantive own-org rule; grouped by slug
societal,societal,https://github.com/sctllabs/societal-front-end,,2022-12-21,,,3,4,12.00,30000,github.com/w3f/Grants-Program/blob/master/applications/Societal.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
societal-grant,societal-grant,https://github.com/sctllabs/societal-grant-2-submission,,2023-08-29,,,2,3,6.00,30000,github.com/w3f/Grants-Program/blob/master/applications/societal_grant2.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
sol2ink,sol2ink,https://github.com/727-Ventures/sol2ink,bc014edcbb738a66c0bbbe2e063d5c93d9df75b4,2023-02-13,,,1,,,36000,github.com/w3f/Grants-Program/blob/master/applications/sol2ink.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
sol2ink-delivery,sol2ink-delivery,https://github.com/Supercolony-net/sol2ink,,2023-01-18,,,2,,,60000,github.com/w3f/Grants-Program/blob/master/applications/sol2ink-follow-up.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
Solang-developer-experience-improvements,Solang-developer-experience-improvements,https://github.com/hyperledger/solang,,2023-07-09,,,,13,,25000,github.com/w3f/Grants-Program/blob/master/applications/Solang_Playground.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
Solang_Playground,Solang_Playground,https://github.com/hyperledger-labs/solang-playground,,2025-01-16,,,,13,,25000,github.com/w3f/Grants-Program/blob/master/applications/Solang_Playground.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
solidity-trie-verifier,solidity-trie-verifier,https://github.com/polytope-labs/solidity-merkle-trees,,2023-02-28,,,3,4.5,13.50,75000,github.com/w3f/Grants-Program/blob/master/applications/ismp.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
solidity-verifier-for-accountable-light-client,solidity-verifier-for-accountable-light-client,https://github.com/ethereum/EIPs,,2023-09-28,,,2,,,,github.com/w3f/Grants-Program/blob/master/applications/NFT_Bridge_Protocol_for_NFT_Migration_and_Data_Exchange.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
spacewalk,spacewalk,https://github.com/pendulum-chain/spacewalk,,2022-11-22,,,0.5,3,1.50,30000,github.com/w3f/Grants-Program/blob/master/applications/spacewalk-bridge.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
spartan_poc_consensus_module,spartan_poc_consensus_module,https://github.com/subspace/spartan-codec,,2021-07-29,,,2,,,29999,github.com/w3f/Grants-Program/blob/master/applications/spartan_poc_consensus_module.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
SpellRouter_Milestone,SpellRouter_Milestone,https://github.com/paraspell/xcm-router,6a5fc8a53bce38cf23207f04620cc3f83c942eb1,2024-01-24,,,,,,,,census auto-harvested; primary=substantive own-org rule; grouped by slug
sr25519_donna,sr25519_donna,https://github.com/TerenceGe/sr25519-donna,,2020-06-23,,,,,,0,github.com/w3f/Grants-Program/blob/master/applications/sr25519_donna.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
ssal,ssal,https://github.com/MatteoPerona/ssal_commods,,2024-03-13,,,2.5,2,5.00,10000,github.com/w3f/Grants-Program/blob/master/applications/ssal-commods-dex.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
stable-asset,stable-asset,https://github.com/nutsfinance/stable-asset,,2022-03-25,,,2,1,2.00,20000,github.com/w3f/Grants-Program/blob/master/applications/stable-asset.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
staking-rewards-viewer,staking-rewards-viewer,https://github.com/jackson-harris-iii/staking-rewards-viewer,,2021-08-13,,,2,2,4.00,15,github.com/w3f/Grants-Program/blob/master/applications/staking_rewards.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
Standard_Protocol,Standard_Protocol,https://github.com/digitalnativeinc/standard-substrate,,2023-01-18,,,1,2,2.00,1000,github.com/w3f/Grants-Program/blob/master/applications/Standard_Protocol.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
Stardust,Stardust,https://github.com/adit313/State-of-the-Stablecoin-Industry,,2022-05-20,,,2,,,10,github.com/w3f/Grants-Program/blob/master/applications/stardust.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
starks_network,starks_network,https://github.com/gbctech/starks-node,,2020-10-16,,,3,1,3.00,1,github.com/w3f/Grants-Program/blob/master/applications/starks_network.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
Starry_Network,Starry_Network,https://github.com/Starry-Network/starry_node,,2021-06-22,,,1,2.5,2.50,10000,github.com/w3f/Grants-Program/blob/master/applications/Starry_Network.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
stone-index-on-substrate,stone-index-on-substrate,https://github.com/stonedefi/stone-index-substrate-ui,,2021-10-13,,,3,,,0,github.com/w3f/Grants-Program/blob/master/applications/stone-index-on-substrate.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
storageHub,storageHub,https://github.com/Moonsong-Labs/storage-hub-runtime-poc,,2024-01-15,,,,,,,,census auto-harvested; primary=substantive own-org rule; grouped by slug
Stylograph,Stylograph,https://github.com/deep-ink-ventures/genesis-dao-node,,2023-09-25,,,3,,,100000,github.com/w3f/Grants-Program/blob/master/applications/Stylograph.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
subalfred,subalfred,https://github.com/hack-ink/subalfred,,2023-01-14,,,1,,,22500,github.com/w3f/Grants-Program/blob/master/applications/polkadot-runtime-releaser.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
subauction,subauction,https://github.com/galacticcouncil/Basilisk-node,,2022-03-04,,,2,,,,github.com/w3f/Grants-Program/blob/master/applications/subauction.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
subcoin,subcoin,https://github.com/subcoin-project/subcoin,,2024-09-13,,,1,3,3.00,30000,github.com/w3f/Grants-Program/blob/master/applications/Subcoin.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
subdao-network,subdao-network,https://github.com/SubDAO-Network/subdao-node,,2021-04-15,,,4,2,8.00,0,github.com/w3f/Grants-Program/blob/master/applications/SubDAO_Network.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
subdao-network_chrome_extension,subdao-network_chrome_extension,https://github.com/SubDAO-Network/subdao-extension,,2021-09-30,,,4,2,8.00,0,github.com/w3f/Grants-Program/blob/master/applications/SubDAO_Network.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
subdao-network_polkasign,subdao-network_polkasign,https://github.com/SubDAO-Network/polkasign-contract,,2021-12-16,,,4,2,8.00,0,github.com/w3f/Grants-Program/blob/master/applications/SubDAO_Network.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
subdex,subdex,https://github.com/subdarkdex/pallet-subdex,,2020-12-06,,,2,,,2,github.com/w3f/Grants-Program/blob/master/applications/subdex.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
SubGame_Network,SubGame_Network,https://github.com/SubGame-Network/subgame-network,,2021-10-06,,,3,,,0,github.com/w3f/Grants-Program/blob/master/applications/SubGame_Network.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
SubIdentity,SubIdentity,https://github.com/TDSoftware/subidentity-webapp,,2022-08-30,,,3,3,9.00,49500,github.com/w3f/Grants-Program/blob/master/applications/SubIdentity.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
subquery,subquery,https://github.com/OnFinality-io/subql,,2021-01-27,,,2,1.5,3.00,1,github.com/w3f/Grants-Program/blob/master/applications/subquery.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
SubRelay,SubRelay,https://github.com/subrelay/subrelay-api,,2023-07-01,,,1.5,5,7.50,30000,github.com/w3f/Grants-Program/blob/master/applications/subrelay.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
subscript_lang,subscript_lang,https://github.com/ascontract/subscript,9d9961759610b7bf45fd810255ca36bca33dc475,2021-01-13,,,2,2,4.00,2,github.com/w3f/Grants-Program/blob/master/applications/subscript_lang.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
SubsCrypt,SubsCrypt,https://github.com/oxydev/SubsCrypt-solidty,,2021-11-03,,,5,,,30,github.com/w3f/Grants-Program/blob/master/applications/SubsCrypt.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
subsmt,subsmt,https://github.com/farcloud-labs/subsmt,,2025-05-22,,,3,2,6.00,10000,github.com/w3f/Grants-Program/blob/master/applications/subsmt.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
Substats,Substats,https://github.com/CESSProject/substats,,2023-02-27,,,2,5,10.00,,github.com/w3f/Grants-Program/blob/master/applications/substats.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
substrate_client_java,substrate_client_java,https://github.com/strategyobject/substrate-client-java,,2022-08-24,,,3,,,30,github.com/w3f/Grants-Program/blob/master/applications/Deitos_Network.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
substrate_core_polywrapper,substrate_core_polywrapper,https://github.com/polywrap/integrations,,2022-10-24,,,2,1,2.00,50000,github.com/w3f/Grants-Program/blob/master/applications/substrate_core_polywrapper.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
substrate_evm_adapter,substrate_evm_adapter,https://github.com/subclone/subeth,,2025-11-22,,,1,,,30000,github.com/w3f/Grants-Program/blob/master/applications/substrate-evm-adapter.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
substrate-molochdao,substrate-molochdao,https://github.com/DoraFactory/Substrate-Moloch-V1,,2021-07-16,,,,,,,,census auto-harvested; primary=substantive own-org rule; grouped by slug
Substrate_Move_System_Pallet,Substrate_Move_System_Pallet,https://github.com/eigerco/substrate-move,,2024-02-08,,,2,2,4.00,96,github.com/w3f/Grants-Program/blob/master/applications/Substrate_Move_System_Pallet_2.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
substrate_startkit_GUI,substrate_startkit_GUI,https://github.com/MVPWorkshop/substrate-startkit-gui-api,,2020-12-04,,,2.5,2,5.00,3,github.com/w3f/Grants-Program/blob/master/applications/substrate_startkit_GUI.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
substrate-tutorials,substrate-tutorials,https://github.com/rusty-crewmates/substrate-tutorials,,2023-05-30,,,0,,,25000,github.com/w3f/Grants-Program/blob/master/applications/substrate-tutorials.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
subvt_telegram_bot-milestones-1-and,subvt_telegram_bot-milestones-1-and,https://github.com/helikon-labs/subvt,,2022-05-21,,,0.33,3,0.99,9600,github.com/w3f/Grants-Program/blob/master/applications/subvt-telegram-bot.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
subwallet,subwallet,https://github.com/yxf/subwallet,,2020-07-24,,,,,,0,github.com/w3f/Grants-Program/blob/master/applications/subwallet.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
